Date	Close	Volume
2013-05-29	104,629	25061470
2013-05-30	104,95	16129720
2013-05-31	97,76	15145370
2013-06-03	92,59	19134000
2013-06-04	94,84	8837894
2013-06-05	95,37	12209560
2013-06-06	97,35	9509080
2013-06-07	102,04	10706180
2013-06-10	100,05	9207140
2013-06-11	94,47	7391870
2013-06-12	97,73	9184497
2013-06-13	98,18	5961343
2013-06-14	100,3	6561448
2013-06-17	102,2	7063642
2013-06-18	103,39	8793233
2013-06-19	104,68	8578292
2013-06-20	100,65	10103660
2013-06-21	99,55	11702490
2013-06-24	101,49	7115222
2013-06-25	102,4	5845857
2013-06-26	105,72	6592090
2013-06-27	109,25	8738707
2013-06-28	107,36	5747803
2013-07-01	117,179	10882830
2013-07-02	117,82	12061590
2013-07-03	115,24	4806662
2013-07-05	120,09	6815232
2013-07-08	121,61	7804363
2013-07-09	123,45	8567075
2013-07-10	122,27	5692372
2013-07-11	125,61	7480691
2013-07-12	129,9	11341990
2013-07-15	127,26	9914409
2013-07-16	109,05	32325350
2013-07-17	120,25	25994150
2013-07-18	119,03	11364370
2013-07-19	119,68	5883963
2013-07-22	122,43	9797193
2013-07-23	122,74	7735416
2013-07-24	121,7	6866543
2013-07-25	124,07	5283874
2013-07-26	129,39	9627227
2013-07-29	134,62	9678085
2013-07-30	131,74	13119920
2013-07-31	134,28	6338258
2013-08-01	135,55	5307491
2013-08-02	138	6221159
2013-08-05	144,68	10170820
2013-08-06	142,15	9252258
2013-08-07	134,23	17818600
2013-08-08	153,48	27233590
2013-08-09	153	8926196
2013-08-12	147,38	14885790
2013-08-13	145,43	8724841
2013-08-14	139,36	11680010
2013-08-15	139,67	10179070
2013-08-16	142	7093792
2013-08-19	144,9	8021902
2013-08-20	149,58	6387825
2013-08-21	147,86	6249798
2013-08-22	157,1	10544220
2013-08-23	161,839	12913320
2013-08-26	164,22	24071200
2013-08-27	167,01	17515670
2013-08-28	166,45	14713320
2013-08-29	166,06	9435470
2013-08-30	169	10997830
2013-09-03	168,94	12021470
2013-09-04	170,622	11447440
2013-09-05	169,93	6685292
2013-09-06	166,97	8601839
2013-09-09	160,7	14311250
2013-09-10	166,37	8947680
2013-09-11	163,52	5815497
2013-09-12	164,93	6095815
2013-09-13	165,54	5396873
2013-09-16	166,58	7579727
2013-09-17	166,23	5496924
2013-09-18	166,218	5322343
2013-09-19	177,92	15577020
2013-09-20	183,39	13375710
2013-09-23	181,11	8172719
2013-09-24	182,33	6272442
2013-09-25	185,238	8235227
2013-09-26	188,64	6614193
2013-09-27	190,9	5915047
2013-09-30	193,37	8923283
2013-10-01	193	7754694
2013-10-02	180,95	20717780
2013-10-03	173,31	23764970
2013-10-04	180,98	14367650
2013-10-07	183,07	11461000
2013-10-08	174,73	13724220
2013-10-09	168,78	15301220
2013-10-10	172,93	8836616
2013-10-11	178,7	8296133
2013-10-14	179,72	7757278
2013-10-15	183,94	10955250
2013-10-16	183,56	8189484
2013-10-17	182,802	6689169
2013-10-18	183,4	5907096
2013-10-21	172,6	11517300
2013-10-22	171,54	11385930
2013-10-23	164,5	13319270
2013-10-24	173,15	10782700
2013-10-25	169,66	7577453
2013-10-28	162,86	7807152
2013-10-29	164,47	14083380
2013-10-30	159,22	8373362
2013-10-31	159,94	9332945
2013-11-01	162,17	7160261
2013-11-04	175,2	13053120
2013-11-05	176,81	21714180
2013-11-06	151,16	31029770
2013-11-07	139,772	22187220
2013-11-08	137,95	22446140
2013-11-11	144,698	13964490
2013-11-12	137,8	14904150
2013-11-13	138,7	12619540
2013-11-14	137,6	12162530
2013-11-15	135,45	9870719
2013-11-18	121,58	23052140
2013-11-19	126,09	19783890
2013-11-20	121,11	13830110
2013-11-21	122,1	11890950
2013-11-22	121,38	11095140
2013-11-25	120,84	10257990
2013-11-26	120,5	13869230
2013-11-27	126,94	12342800
2013-11-29	127,28	9716219
2013-12-02	124,17	7642470
2013-12-03	144,7	25620170
2013-12-04	138,95	13121620
2013-12-05	140,48	9277795
2013-12-06	137,36	7881590
2013-12-09	141,6	9014394
2013-12-10	142,19	10725610
2013-12-11	139,65	7128291
2013-12-12	147,47	10741360
2013-12-13	147,654	10590620
2013-12-16	147,94	6660961
2013-12-17	152,46	10472460
2013-12-18	147,98	11565140
2013-12-19	140,72	12730030
2013-12-20	143,24	7352177
2013-12-23	143,55	5330909
2013-12-24	151,41	9941485
2013-12-26	155,5	7111247
2013-12-27	151,12	5459669
2013-12-30	152,44	4461968
2013-12-31	150,429	4262398
2014-01-02	150,1	6188202
2014-01-03	149,56	4691589
2014-01-06	147	5361072
2014-01-07	149,36	5034083
2014-01-08	151,28	6154868
2014-01-09	147,53	5380624
2014-01-10	145,7199	7445861
2014-01-13	139,34	6314832
2014-01-14	161,27	27558800
2014-01-15	164,13	20461310
2014-01-16	170,97	11957980
2014-01-17	170,01	9205616
2014-01-21	176,68	9550446
2014-01-22	178,56	7021769
2014-01-23	181,5	7863768
2014-01-24	174,6	7684134
2014-01-27	169,62	8714715
2014-01-28	178,38	6090396
2014-01-29	175,23	5934083
2014-01-30	182,84	8562363
2014-01-31	181,41	6507957
2014-02-03	177,11	6764261
2014-02-04	178,73	4685739
2014-02-05	174,42	7267674
2014-02-06	178,38	5840728
2014-02-07	186,53	8951247
2014-02-10	196,56	12963450
2014-02-11	196,62	10681830
2014-02-12	195,32	5171888
2014-02-13	199,63	8024948
2014-02-14	198,23	6164371
2014-02-18	203,7	9327414
2014-02-19	193,64	16038700
2014-02-20	209,97	18000940
2014-02-21	209,6	7817352
2014-02-24	217,65	8286273
2014-02-25	248	32648710
2014-02-26	253	24535130
2014-02-27	252,54	17939220
2014-02-28	244,81	14585150
2014-03-03	250,56	13083260
2014-03-04	254,84	8739446
2014-03-05	252,66	5932037
2014-03-06	252,94	7356920
2014-03-07	246,21	7806564
2014-03-10	238,84	7725236
2014-03-11	234,41	8792986
2014-03-12	241,49	9779276
2014-03-13	237,79	6223150
2014-03-14	230,97	8254035
2014-03-17	233,98	5898403
2014-03-18	240,04	6231210
2014-03-19	235,84	5063434
2014-03-20	234,91	3811031
2014-03-21	228,89	8214207
2014-03-24	220,17	11327430
2014-03-25	220,44	7852386
2014-03-26	212,96	6886279
2014-03-27	207,32	9493537
2014-03-28	212,37	9666658
2014-03-31	208,45	8367389
2014-04-01	216,97	7353574
2014-04-02	230,29	10738310
2014-04-03	225,4	10908080
2014-04-04	212,225	11320310
2014-04-07	207,52	9828543
2014-04-08	215,46	6874813
2014-04-09	216,93	5139881
2014-04-10	204,19	7187816
2014-04-11	203,78	9065584
2014-04-14	198,09	7685123
2014-04-15	193,91	13653420
2014-04-16	199,11	7191261
2014-04-17	198,12	5924244
2014-04-21	204,38	5253883
2014-04-22	218,64	9794687
2014-04-23	207,99	7268439
2014-04-24	207,86	5491680
2014-04-25	199,85	6981460
2014-04-28	198,51	7033657
2014-04-29	206,92	5777233
2014-04-30	207,89	4432163
2014-05-01	207,73	5435136
2014-05-02	210,91	4082110
2014-05-05	216,61	5141376
2014-05-06	207,28	5620063
2014-05-07	201,35	9790232
2014-05-08	178,59	20019100
2014-05-09	182,26	8479005
2014-05-12	184,67	6993022
2014-05-13	190,16	7084879
2014-05-14	190,62	5406485
2014-05-15	188,59	6034175
2014-05-16	191,56	4483793
2014-05-19	196,09	4561228
2014-05-20	195,3	5543292
2014-05-21	199,45	5279959
2014-05-22	204,88	6211225
2014-05-23	207,3	4006375
2014-05-27	211,56	5341031
2014-05-28	210,24	5493348
2014-05-29	210,24	3689058
2014-05-30	207,77	5575300
2014-06-02	204,7	4652328
2014-06-03	204,94	3851031
2014-06-04	203,99	3426272
2014-06-05	206,9	4050298
2014-06-06	208,171	3072420
2014-06-09	205,31	2797244
2014-06-10	202,3	3512577
2014-06-11	204,47	3972835
2014-06-12	203,52	5990869
2014-06-13	206,42	3538580
2014-06-16	224,61	13179430
2014-06-17	231,67	13245010
2014-06-18	227,12	6935728
2014-06-19	227,79	8787412
2014-06-20	229,59	4833831
2014-06-23	237,22	7786840
2014-06-24	232,5	8072941
2014-06-25	236,891	5797647
2014-06-26	235,6	5115863
2014-06-27	239,06	5630478
2014-06-30	240,06	4827429
2014-07-01	239,72	4335572
2014-07-02	229,425	8023360
2014-07-03	229,25	5166716
2014-07-07	222,66	5890031
2014-07-08	219,07	7835876
2014-07-09	223,06	4109200
2014-07-10	219,46	4860182
2014-07-11	218,13	3299420
2014-07-14	226,7	7197985
2014-07-15	219,58	5714611
2014-07-16	217,16	4041669
2014-07-17	215,4	4647517
2014-07-18	220,0201	4251431
2014-07-21	220,54	3820853
2014-07-22	219,58	2726970
2014-07-23	222,49	3076389
2014-07-24	223,54	3112168
2014-07-25	223,57	3086412
2014-07-28	224,82	6500081
2014-07-29	225,01	3379790
2014-07-30	228,92	4913849
2014-07-31	223,3	7578882
2014-08-01	233,27	11890160
2014-08-04	238,52	5958085
2014-08-05	238,49	5374539
2014-08-06	248,9301	9215111
2014-08-07	252,39	7446499
2014-08-08	248,13	5087861
2014-08-11	259,32	8062178
2014-08-12	259,96	6375347
2014-08-13	260,31	6896614
2014-08-14	261,38	4116762
2014-08-15	262,01	3855470
2014-08-18	259,94	5830865
2014-08-19	256,76	5332746
2014-08-20	255,71	3012856
2014-08-21	254,34	2910671
2014-08-22	256,78	2833061
2014-08-25	262,55	4304272
2014-08-26	261,74	3812541
2014-08-27	263,25	2983830
2014-08-28	263,86	2843648
2014-08-29	269,7	6436176
2014-09-02	284,12	9782339
2014-09-03	281,19	6766420
2014-09-04	286,04	8266173
2014-09-05	277,39	11163820
2014-09-08	282,11	5495160
2014-09-09	278,48	4556123
2014-09-10	281,1	3776593
2014-09-11	280,31	3761617
2014-09-12	279,2	3323300
2014-09-15	253,86	16433840
2014-09-16	260,74	8297454
2014-09-17	261,38	5172994
2014-09-18	263,82	3689477
2014-09-19	259,32	6800975
2014-09-22	250,03	8209186
2014-09-23	250,41	5656567
2014-09-24	252,14	3745005
2014-09-25	246,95	4832853
2014-09-26	246,6	3794912
2014-09-29	245,26	4851868
2014-09-30	242,68	4236096
2014-10-01	240,24	5940566
2014-10-02	251,42	8988300
2014-10-03	255,21	5403599
2014-10-06	260,62	7706193
2014-10-07	259,57	4478558
2014-10-08	259,28	5046873
2014-10-09	257,01	7339097
2014-10-10	236,91	12885920
2014-10-13	224,59	11251400
2014-10-14	227,06	7099492
2014-10-15	229,7	9118331
2014-10-16	226,35	5393830
2014-10-17	227,48	10547970
2014-10-20	230,47	3489785
2014-10-21	235,34	4106596
2014-10-22	231,1	4116243
2014-10-23	235,29	3486305
2014-10-24	235,24	3458805
2014-10-27	221,67	9532988
2014-10-28	242,77	10443900
2014-10-29	238,1	4961013
2014-10-30	238,66	3225881
2014-10-31	241,7	3765160
2014-11-03	242,59	4203208
2014-11-04	238,93	3673632
2014-11-05	230,97	8497418
2014-11-06	241,22	15336550
2014-11-07	240,2	5154893
2014-11-10	241,93	4563814
2014-11-11	251,08	7946898
2014-11-12	249,1	5861639
2014-11-13	251,7	6230288
2014-11-14	258,68	6093385
2014-11-17	253,98	4017356
2014-11-18	257,7	4467427
2014-11-19	247,74	7912956
2014-11-20	248,71	3583496
2014-11-21	242,78	7462672
2014-11-24	246,72	4780202
2014-11-25	248,09	3154710
2014-11-26	248,44	1980832
2014-11-28	244,52	2119688
2014-12-01	231,64	8603799
2014-12-02	231,43	5871559
2014-12-03	229,3	5299675
2014-12-04	228,28	3862801
2014-12-05	223,71	6061390
2014-12-08	214,36	9217376
2014-12-09	216,89	9427065
2014-12-10	209,84	7308173
2014-12-11	208,88	6684459
2014-12-12	207	7167174
2014-12-15	204,04	5195647
2014-12-16	197,81	8416179
2014-12-17	205,82	7363036
2014-12-18	218,26	7465122
2014-12-19	219,29	6902061
2014-12-22	222,6	4802547
2014-12-23	220,97	4509545
2014-12-24	222,26	1333518
2014-12-26	227,82	3324437
2014-12-29	225,71	2802982
2014-12-30	222,23	2898272
2014-12-31	222,41	2392947
2015-01-02	219,31	4753239
2015-01-05	210,09	5355485
2015-01-06	211,28	6257651
2015-01-07	210,95	2965330
2015-01-08	210,615	3434901
2015-01-09	206,66	4591310
2015-01-12	202,21	5945607
2015-01-13	204,25	4247704
2015-01-14	192,69	11516340
2015-01-15	191,87	5204777
2015-01-16	193,07	3590855
2015-01-20	191,93	4490681
2015-01-21	196,57	4144121
2015-01-22	201,62	4103753
2015-01-23	201,29	3441052
2015-01-26	206,55	3231121
2015-01-27	205,98	2777926
2015-01-28	199,37	3139481
2015-01-29	205,2	3542577
2015-01-30	203,6	3001268
2015-02-02	210,94	4143850
2015-02-03	218,36	4815834
2015-02-04	218,55	3304417
2015-02-05	220,99	3518316
2015-02-06	217,36	3235856
2015-02-09	217,48	3469776
2015-02-10	216,29	5348862
2015-02-11	212,8	9053083
2015-02-12	202,88	15626830
2015-02-13	203,77	6148207
2015-02-17	204,35	3964555
2015-02-18	204,46	2710898
2015-02-19	211,705	5137203
2015-02-20	217,11	5978376
2015-02-23	207,335	8487131
2015-02-24	204,11	6587298
2015-02-25	203,76	3907505
2015-02-26	207,19	6468020
2015-02-27	203,34	3871397
2015-03-02	197,325	7910402
2015-03-03	199,56	4430800
2015-03-04	202,435	4215255
2015-03-05	200,63	4870131
2015-03-06	193,88	6705451
2015-03-09	190,88	6732511
2015-03-10	190,32	5539041
2015-03-11	193,74	4968406
2015-03-12	191,07	4139769
2015-03-13	188,68	5421293
2015-03-16	195,7	5617028
2015-03-17	194,73	4890265
2015-03-18	200,71	4796873
2015-03-19	195,65	8468846
2015-03-20	198,08	4250076
2015-03-23	199,63	2622492
2015-03-24	201,72	3640866
2015-03-25	194,3	5721582
2015-03-26	190,405	4120184
2015-03-27	185	8596563
2015-03-30	190,57	10062310
2015-03-31	188,77	5017950
2015-04-01	187,59	3791479
2015-04-02	191	5004742
2015-04-06	203,1	12422770
2015-04-07	203,25	4340295
2015-04-08	207,67	6279713
2015-04-09	210,09	3779853
2015-04-10	210,9	4020850
2015-04-13	209,78	3757220
2015-04-14	207,46	3019087
2015-04-15	207,83	1943802
2015-04-16	206,7	1657018
2015-04-17	206,79	2465551
2015-04-20	205,27	2558913
2015-04-21	209,41	3416177
2015-04-22	219,44	7855513
2015-04-23	218,6	4408384
2015-04-24	218,425	2426356
2015-04-27	231,55	11659100
2015-04-28	230,48	6080178
2015-04-29	232,45	3931287
2015-04-30	226,05	3892230
2015-05-01	226,03	5276924
2015-05-04	230,51	4427259
2015-05-05	232,95	5782731
2015-05-06	230,43	5083776
2015-05-07	236,8	9439902
2015-05-08	236,61	4665445
2015-05-11	239,49	5663800
2015-05-12	244,74	6345797
2015-05-13	243,18	5432689
2015-05-14	244,1	2847083
2015-05-15	248,84	4519337
2015-05-18	248,75	3349931
2015-05-19	247,14	3668199
2015-05-20	244,35	3749479
2015-05-21	245,62	1966567
2015-05-22	247,73	2219309
2015-05-26	247,455	3490996
2015-05-27	247,43	3403988
2015-05-28	251,45	3646063
2015-05-29	250,8	3785112
2015-06-01	249,45	2502238
2015-06-02	248,35	2129438
2015-06-03	248,99	1778102
2015-06-04	245,92	2425588
2015-06-05	249,14	3019837
2015-06-08	256,29	5006944
2015-06-09	256	2596059
2015-06-10	250,7	3452631
2015-06-11	251,41	2040973
2015-06-12	250,69	1418457
2015-06-15	250,38	2182932
2015-06-16	253,12	1980918
2015-06-17	260,41	5500560
2015-06-18	261,89	2781441
2015-06-19	262,51	2458900
2015-06-22	259,79	4559072
2015-06-23	267,67	3864602
2015-06-24	265,17	2411492
2015-06-25	268,79	2844993
2015-06-26	267,09	3829660
2015-06-29	262,02	3471452
2015-06-30	268,26	3084435
2015-07-01	269,15	2100019
2015-07-02	280,02	7155585
2015-07-06	279,72	4109259
2015-07-07	267,88	6096385
2015-07-08	254,96	6212610
2015-07-09	257,92	3329764
2015-07-10	259,15	2605215
2015-07-13	262,16	2951397
2015-07-14	265,65	1905569
2015-07-15	263,14	2006860
2015-07-16	266,68	1598253
2015-07-17	274,66	4996689
2015-07-20	282,26	4969754
2015-07-21	266,77	6091632
2015-07-22	267,87	3097326
2015-07-23	267,2	2222481
2015-07-24	265,41	2834521
2015-07-27	253,01	4688874
2015-07-28	264,82	3879330
2015-07-29	263,82	2782886
2015-07-30	266,79	2030605
2015-07-31	266,15	2218004
2015-08-03	259,99	2547164
2015-08-04	266,28	2336152
2015-08-05	270,13	5969245
2015-08-06	246,13	14617820
2015-08-07	242,51	5069602
2015-08-10	241,14	4179307
2015-08-11	237,37	4260892
2015-08-12	238,17	3730138
2015-08-13	242,51	4683330
2015-08-14	243,15	4360693
2015-08-17	254,99	7168396
2015-08-18	260,72	4186051
2015-08-19	255,25	3598937
2015-08-20	242,18	4892170
2015-08-21	230,77	6578435
2015-08-24	218,87	9562484
2015-08-25	220,03	4313679
2015-08-26	224,84	4951300
2015-08-27	242,99	7645773
2015-08-28	248,48	5507336
2015-08-31	249,06	4688373
2015-09-01	238,63	5443901
2015-09-02	247,69	4590857
2015-09-03	245,57	4184808
2015-09-04	241,93	3687456
2015-09-08	248,17	3129871
2015-09-09	248,91	3384981
2015-09-10	248,48	2706874
2015-09-11	250,24	2346802
2015-09-14	253,19	2885610
2015-09-15	253,57	2931607
2015-09-16	262,25	4405706
2015-09-17	262,07	3575221
2015-09-18	260,62	3760644
2015-09-21	264,2	6114615
2015-09-22	260,94	3660643
2015-09-23	261,06	2597170
2015-09-24	263,12	3442668
2015-09-25	256,91	3771395
2015-09-28	248,43	4893113
2015-09-29	246,65	3695972
2015-09-30	248,4	4925751
2015-10-01	239,88	4568261
2015-10-02	247,57	4407615
2015-10-05	246,15	3684490
2015-10-06	241,46	5234679
2015-10-07	231,96	6804433
2015-10-08	226,72	6125994
2015-10-09	220,69	6153754
2015-10-12	215,58	3816171
2015-10-13	219,25	5168162
2015-10-14	216,88	3094436
2015-10-15	221,31	2835920
2015-10-16	227,01	4327574
2015-10-19	228,1	2506836
2015-10-20	213,03	14877020
2015-10-21	210,09	4177956
2015-10-22	211,72	2818801
2015-10-23	209,09	4226411
2015-10-26	215,26	3388227
2015-10-27	210,35	3512832
2015-10-28	212,96	2726880
2015-10-29	211,63	1794743
2015-10-30	206,93	4432433
2015-11-02	213,79	3924514
2015-11-03	208,35	8065091
2015-11-04	231,63	12713530
2015-11-05	231,77	4494944
2015-11-06	232,36	2444264
2015-11-09	225,33	3846179
2015-11-10	216,5	4612408
2015-11-11	219,08	3337501
2015-11-12	212,94	2913511
2015-11-13	207,19	3423139
2015-11-16	214,31	2920362
2015-11-17	214	2148326
2015-11-18	221,07	2810200
2015-11-19	221,8	2499593
2015-11-20	220,01	4394199
2015-11-23	217,75	2525196
2015-11-24	218,25	2478389
2015-11-25	229,64	3986945
2015-11-27	231,61	1949353
2015-11-30	230,26	2591205
2015-12-01	237,19	3728562
2015-12-02	231,99	2980644
2015-12-03	232,71	2937233
2015-12-04	230,38	2572014
2015-12-07	231,13	3140864
2015-12-08	226,72	2682259
2015-12-09	224,52	3057036
2015-12-10	227,07	2070088
2015-12-11	217,02	3259114
2015-12-14	218,58	2827797
2015-12-15	221,09	2241686
2015-12-16	234,51	5100443
2015-12-17	233,39	3294460
2015-12-18	230,46	3008057
2015-12-21	232,56	1951581
2015-12-22	229,95	1958836
2015-12-23	229,7	1551031
2015-12-24	230,57	710277
2015-12-28	228,95	1900171
2015-12-29	237,19	2402438
2015-12-30	238,09	3694448
2015-12-31	240,01	2713817
2016-01-04	223,41	6823510
2016-01-05	223,43	3185525
2016-01-06	219,04	3774353
2016-01-07	215,65	3550704
2016-01-08	211	3572360
2016-01-11	207,85	4090843
2016-01-12	209,97	3079051
2016-01-13	200,31	4120993
2016-01-14	206,18	6490579
2016-01-15	204,99	5325773
2016-01-19	204,72	4031271
2016-01-20	198,7	5826110
2016-01-21	199,97	3164424
2016-01-22	202,55	3122066
2016-01-25	196,38	2695408
2016-01-26	193,56	4956918
2016-01-27	188,07	3577353
2016-01-28	189,7	4586328
2016-01-29	191,2	2848929
2016-02-01	196,94	5295685
2016-02-02	182,78	5764817
2016-02-03	173,48	7927640
2016-02-04	175,33	4379442
2016-02-05	162,6	9434495
2016-02-08	147,99	9306754
2016-02-09	148,25	8639661
2016-02-10	143,67	10104690
2016-02-11	150,47	14236900
2016-02-12	151,04	7233264
2016-02-16	155,17	5561638
2016-02-17	168,68	5820264
2016-02-18	166,77	3883107
2016-02-19	166,58	2955832
2016-02-22	177,74	5055340
2016-02-23	177,21	5982993
2016-02-24	179	5385369
2016-02-25	187,43	5727008
2016-02-26	190,34	6054061
2016-02-29	191,93	4495402
2016-03-01	186,35	6695704
2016-03-02	188,34	4858631
2016-03-03	195,74	4822993
2016-03-04	201,04	6479858
2016-03-07	205,29	5331097
2016-03-08	202,6	4175498
2016-03-09	208,72	3207597
2016-03-10	205,18	5191602
2016-03-11	207,5	3339148
2016-03-14	215,15	4062304
2016-03-15	218,34	3133230
2016-03-16	221,93	3511873
2016-03-17	226,38	3769083
2016-03-18	232,74	4704761
2016-03-21	238,32	5289014
2016-03-22	234,24	4303052
2016-03-23	222,58	4936203
2016-03-24	227,75	4956604
2016-03-28	230,26	3878599
2016-03-29	230,13	4006037
2016-03-30	226,89	4025670
2016-03-31	229,77	7975638
2016-04-01	237,59	15979910
2016-04-04	246,99	13381160
2016-04-05	255,47	9931470
2016-04-06	265,42	11695760
2016-04-07	257,2	8845567
2016-04-08	250,07	7352707
2016-04-11	249,92	9156404
2016-04-12	247,82	5755351
2016-04-13	254,53	4921554
2016-04-14	251,86	4129258
2016-04-15	254,51	3748593
2016-04-18	253,88	4263246
2016-04-19	247,37	6351360
2016-04-20	249,97	5192343
2016-04-21	248,29	2777079
2016-04-22	253,75	3783126
2016-04-25	251,82	3665088
2016-04-26	253,74	3217779
2016-04-27	251,47	3198105
2016-04-28	247,71	2515595
2016-04-29	240,76	5405164
2016-05-02	241,8	3838958
2016-05-03	232,32	4296325
2016-05-04	222,56	8550004
2016-05-05	211,53	11248340
2016-05-06	214,93	5683675
2016-05-09	208,92	4772992
2016-05-10	208,69	4068053
2016-05-11	208,96	5159640
2016-05-12	207,28	3650075
2016-05-13	207,61	2820616
2016-05-16	208,29	2945754
2016-05-17	204,66	2842028
2016-05-18	211,17	5552692
2016-05-19	215,21	6817922
2016-05-20	220,28	8996546
2016-05-23	216,22	5096751
2016-05-24	217,91	3009327
2016-05-25	219,58	3131279
2016-05-26	225,12	4066512
2016-05-27	223,04	3645792
2016-05-31	223,23	2786682
2016-06-01	219,56	2982270
2016-06-02	218,96	2017279
2016-06-03	218,99	2226110
2016-06-06	220,68	2242634
2016-06-07	232,34	6194154
2016-06-08	235,52	5965110
2016-06-09	229,36	4454222
2016-06-10	218,79	5994548
2016-06-13	217,87	4187833
2016-06-14	214,96	3575822
2016-06-15	217,7	2905002
2016-06-16	217,93	2438692
2016-06-17	215,47	3107734
2016-06-20	219,7	3549768
2016-06-21	219,61	2855619
2016-06-22	196,66	23706100
2016-06-23	196,4	10098190
2016-06-24	193,15	6988949
2016-06-27	198,55	7211823
2016-06-28	201,79	6158996
2016-06-29	210,19	5987120
2016-06-30	212,28	4794440
2016-07-01	216,5	5396030
2016-07-05	213,98	5169832
2016-07-06	214,44	4910285
2016-07-07	215,94	3603385
2016-07-08	216,78	4067131
2016-07-11	224,78	5369066
2016-07-12	224,65	4573875
